Material Number,Material_Key__c,Description,Multi_Use_Demo__c
141460,141460-US60-10,"METZENBAUM SCISSORS STR 7""",TRUE
141462,141462-US60-10,"METZENBAUM SCISSORS CVD 7""",TRUE
141467,141467-US60-10,"METZENBAUM SCISSORS CVD 8""",TRUE
141469,141469-US60-10,"METZENBAUM SCISSORS CVD 9""",TRUE
142220,142220-US60-10,"SCIS MAYO DISSECTING CVD 5.5"" TC",TRUE
142235,142235-US60-10,"GENERAL SCISSORS CVD 9"" TC",TRUE
142237,142237-US60-10,"GENERAL SCISSORS STR 9"" TC",TRUE
142312,142312-US60-10,"SPENCER SUTURE SCISSORS STRAIGHT, 5""",TRUE
142325,142325-US60-10,"SCIS LITTAUER SUTURE 5.5""",TRUE
142415,142415-US60-10,"SCIS LISTER BANDAGE 5.75""",TRUE
142420,142420-US60-10,"SCIS LISTER BANDAGE 7.5""",TRUE
142422,142422-US60-10,"LISTER BANDAGE SCISSORS 8""",TRUE
142452,142452-US60-10,"UNIVERSAL SHEARS 7 1/2""",TRUE
142515,142515-US60-10,"ANGULAR WIRE SCISSORS 4 3/4""",TRUE
142518,142518-US60-10,"SCIS ANGULAR WIRE 4.75"" TC",TRUE
142519,142519-US60-10,WIRE CUTTER SINGLE ACTION TC,TRUE
142520,142520-US60-10,"WIRE CUT ANG DBL-ACT TC 8 5/8""",TRUE
142521,142521-US60-10,"BAUMGARTEN WIRE TWISTER 8 1/8""",TRUE
142550,142550-US60-10,STAINLESS STEEL WIRE CUTTER,TRUE
144295,144295-US60-10,"SCIS IRIS MCCLURE ANGLED 4.75""",TRUE
144300,144300-US60-10,"SCIS IRIS STR S/S 4.5""",TRUE
144310,144310-US60-10,"SCIS IRIS CVD S/S 4.5""",TRUE
144315,144315-US60-10,"SCIS IRIS STR S/S 4.5"" TC",TRUE
144317,144317-US60-10,"SCIS IRIS CVD S/S 4.5"" TC",TRUE
144319,144319-US60-10,"STRABISMUS SCIS STR 4 1/2"" TC",TRUE
144321,144321-US60-10,"STRABISMUS SCIS CVD 4 1/2"" TC",TRUE
144330,144330-US60-10,"SCIS STRABISMUS STR ROUND SHANK 4.75""",TRUE
144332,144332-US60-10,"STRABISMUS SCIS CVD 4 1/2""",TRUE
144338,144338-US60-10,"KNAPP IRIS SCIS STR S/B 4 1/2""",TRUE
144340,144340-US60-10,"KNAPP IRIS SCIS CVD S/B 4 1/2""",TRUE
144350,144350-US60-10,"SCIS SURECUT STEV TENOTOMY STR 4.25""",TRUE
144352,144352-US60-10,"SCIS SURECUT STEV TENOTOMY CVD 4.25""",TRUE
151210,151210-US60-10,MICHEL CLIP APPLY REMOVAL FCPS,TRUE
151222,151222-US60-10,MICHEL CLIPS 11MM 100/PK,TRUE
151228,151228-US60-10,MICHEL CLIPS 18MM 100/PK,TRUE
151240,151240-US60-10,RICHTER-HEATH CLIP REM FCPS,TRUE
151350,151350-US60-10,"MAGNATRONCE SINGLE 11-7/8""X11-7/8""X0.25""",TRUE
151351,151351-US60-10,MAGNATRONCE - SET OF 3,TRUE
152255,152255-US60-10,"CARRIER DESCHAMPS LIG BLUNT LEFT 8.75""",TRUE
152256,152256-US60-10,"CARRIER DESCHAMPS LIG BLUNT RIGHT 8.75""",TRUE
152402,152402-US60-10,"MAYO HEGAR NEEDLE HOLDER 7""",TRUE
152406,152406-US60-10,"NH MAYO HEGAR 9"" TC",TRUE
152448,152448-US60-10,"WEBSTER NH 5"" SMOOTH",TRUE
152496,152496-US60-10,"NH GILLIES LG 6.25""",TRUE
152710,152710-US60-10,"NH BAUMGARTNER 5"" TC",TRUE
152720,152720-US60-10,"MAYO HEGAR NEEDLE HOLDER 6"" TC",TRUE
152722,152722-US60-10,"MAYO HEGAR NEEDLE HOLDER 7"" TC",TRUE
152724,152724-US60-10,"MAYO HEGAR NEEDLE HOLDER 8"" TC",TRUE
152760,152760-US60-10,"FRENCH EYE NEEDLE HOLDER 6"" TC",TRUE
152762,152762-US60-10,"FRENCH EYE NEEDLE HOLDER 7"" TC",TRUE
152764,152764-US60-10,"FRENCH EYE NEEDLE HOLDER 8"" TC",TRUE
152771,152771-US60-10,"CRILE WOOD NH LEFT HAND 7"" TC",TRUE
152772,152772-US60-10,"MAYO HEGAR NH LEFT HAND 6"" TC",TRUE
152780,152780-US60-10,"CRILE WOOD NEEDLE HOLDER 6"" TC",TRUE
152781,152781-US60-10,"CRILE WOOD NH 6"" SMOOTH TC",TRUE
152782,152782-US60-10,"CRILE WOOD NEEDLE HOLDER 7"" TC",TRUE
152784,152784-US60-10,"CRILE WOOD NEEDLE HOLDER 8"" TC",TRUE
152786,152786-US60-10,"CRILE WOOD NEEDLE HOLDER 9"" TC",TRUE
152790,152790-US60-10,"CRILE WOOD NH 7"" CURVED TC",TRUE
152792,152792-US60-10,"CRILE WOOD NH 9"" CURVED TC",TRUE
152796,152796-US60-10,"SAROT NEEDLE HOLDER 10 1/2"" TC",TRUE
152798,152798-US60-10,"DERF NEEDLE HOLDER 4 1/2"" TC",TRUE
152800,152800-US60-10,"HALSEY NEEDLE HOLDER 5"" TC",TRUE
152802,152802-US60-10,"HALSEY NH 5"" SMOOTH TC",TRUE
152805,152805-US60-10,"NEIVERT NEEDLE HOLDER 5"" TC",TRUE
152808,152808-US60-10,"WEBSTER NH 4 1/2"" SMOOTH TC",TRUE
152818,152818-US60-10,"CASTROVIEJO NH TC 5 1/4""",TRUE
152819,152819-US60-10,"CASTROVIEJO NH 5-3/4"" CURVED TC",TRUE
152825,152825-US60-10,"MICRO SURGERY NH TC 5 1/2"" SMOOTH",TRUE
152827,152827-US60-10,"MICRO SURGERY NH 5"" CURVED TC",TRUE
152837,152837-US60-10,"HEANY NEEDLE HOLDER 10"" TC",TRUE
152842,152842-US60-10,"FINOCHIETTO NH 10 1/2"" TC",TRUE
152850,152850-US60-10,"WANGENSTEEN NH 11"" TC",TRUE
152855,152855-US60-10,"STRATTE NEEDLE HOLDER 8"" TC",TRUE
161525,161525-US60-10,SILVERMAN NEEDLE 14GA,TRUE
162210,162210-US60-10,POOL SUCTION TUBE 30FR LARGE,TRUE
162212,162212-US60-10,POOL SUCTION TUBE 23FR SMALL,TRUE
162300,162300-US60-10,YANKAUER SUCTION TUBE,TRUE
162301,162301-US60-10,SUC TUBE YANKAUER TIP ONLY FOR 162300,TRUE
162310,162310-US60-10,ANDREWS INFANT SUCTION TUBE,TRUE
162345,162345-US60-10,YANKAUER SUC TUBE W/SWI-VALVE,TRUE
162410,162410-US60-10,FERG-FRAZ SUC TUBE 6FR SZ 0,TRUE
162411,162411-US60-10,FERG-FRAZ SUC TUBE 7FR SZ 1,TRUE
162412,162412-US60-10,FERG-FRAZ SUC TUBE 8FR SZ 2,TRUE
162413,162413-US60-10,FERG-FRAZ SUC TUBE 9FR SZ 3,TRUE
162414,162414-US60-10,FERG-FRAZ SUC TUBE 10FR SZ 4,TRUE
162415,162415-US60-10,FERG-FRAZ SUC TUBE 12FR SZ 5,TRUE
162416,162416-US60-10,FERG-FRAZ SUC TUBE 14FR SZ 6,TRUE
162421,162421-US60-10,FERG-FRAZ STYLETTE,TRUE
163000,163000-US60-10,PILLING ABDOMINAL VASCULAR SET,TRUE
163100,163100-US60-10,PILLING TABLE CLAMP,TRUE
163102,163102-US60-10,"TABLE UPRIGHT 20"" W/DISC CLAMP",TRUE
163103,163103-US60-10,CROSSBAR W/DISC CLAMP,TRUE
163104,163104-US60-10,SPLIT ARM LEFT & RIGHT,TRUE
163108,163108-US60-10,CLOSED CLAMP,TRUE
163109,163109-US60-10,OPEN CLAMP,TRUE
163111,163111-US60-10,CROSS BAR-BARIATRIC,TRUE
163117,163117-US60-10,SIDE ARM BARIATRIC,TRUE
163200,163200-US60-10,"RETR SPLANCHNIC 2"" X 4.5""",TRUE
163201,163201-US60-10,"RETR SPLANCHNIC 2"" X 6""",TRUE
163203,163203-US60-10,"RETR RENAL VEIN 1"" X 6""",TRUE
163211,163211-US60-10,"RETR MAYO ST&ARD 2-5/8"" X 2-1/4""",TRUE
163212,163212-US60-10,"RETR MAYO WIDE 3.5"" X 2.75""",TRUE
163213,163213-US60-10,"RETR RICHARDSON SWIVEL 1"" X 1.75""",TRUE
163400,163400-US60-10,"BLADE HOLDER SWIVEL W/HANDLE 6""",TRUE
163401,163401-US60-10,"BLADE HOLDER SWIVEL 9"" W/KNOB",TRUE
163406,163406-US60-10,"BLADE FENCE SWIVEL 4"" X 6""",TRUE
163420,163420-US60-10,"BLADE MAYO SWIVEL 2.75"" X 2""",TRUE
163422,163422-US60-10,"BLADE MAYO SWIVEL 3.5"" X 2.75""",TRUE
163424,163424-US60-10,"BLADE DEAVER SWIVEL 2.75"" X 4.5""",TRUE
163436,163436-US60-10,"RETR LECHNER-HARRING 1-5/8"" X 5"" X 10""",TRUE
163701,163701-US60-10,RETRACTOR LIGHT BEAM,TRUE
164110,164110-US60-10,"RETR DEAVER 0.75"" X 7""",TRUE
164112,164112-US60-10,"RETR DEAVER 7/8"" X 8 1/2""",TRUE
164115,164115-US60-10,"RETR DEAVER 1"" X 9""",TRUE
164118,164118-US60-10,"RETR DEAVER #1 1"" X 8""",TRUE
164120,164120-US60-10,"RETR DEAVER #2 1"" X 10""",TRUE
164122,164122-US60-10,"RETR DEAVER #3 1"" X 12.25""",TRUE
164125,164125-US60-10,"RETR DEAVER #4 1"" X 14""",TRUE
164130,164130-US60-10,"RETR DEAVER #5 1.5"" X 12""",TRUE
164132,164132-US60-10,"RETR DEAVER #6 2"" X 12""",TRUE
164134,164134-US60-10,"RETR DEAVER #7 3"" X 12""",TRUE
164164,164164-US60-10,"RETR OCHSNER RIBBON 1"" X 13""",TRUE
164166,164166-US60-10,"RETR OCHSNER RIBBON 1.25"" X 13""",TRUE
164168,164168-US60-10,"RETR OCHSNER RIBBON 1.5"" X 13""",TRUE
164170,164170-US60-10,"RETR OCHSNER RIBBON 2"" X 13""",TRUE
164172,164172-US60-10,"RETR OCHSNER RIBBON 2.5"" X 13""",TRUE
164174,164174-US60-10,"RETR OCHSNER RIBBON 3"" X 13""",TRUE
164374,164374-US60-10,"RETR VOLKMAN 4 PRONG SHARP 4.5""",TRUE
164376,164376-US60-10,"RETR VOLKMAN 6 PRONG SHARP 4.5""",TRUE
164384,164384-US60-10,"RETR VOLKMAN 4 PRONG BLUNT 4.5""",TRUE
164402,164402-US60-10,"RETR VOLKMAN RAKE 2 PRONG SHARP 8.5""",TRUE
164403,164403-US60-10,"RETR VOLKMAN RAKE 3 PRONG SHARP 8.5""",TRUE
164404,164404-US60-10,"RETR VOLKMAN RAKE 4 PRONG SHARP 8.5""",TRUE
164406,164406-US60-10,"RETR VOLKMAN RAKE 6 PRONG SHARP 8.5""",TRUE
164412,164412-US60-10,"RETR VOLKMAN RAKE 2 PRONG BLUNT 8-5/8""",TRUE
164413,164413-US60-10,"RETR VOLKMAN RAKE 3 PRONG BLUNT 8-5/8""",TRUE
164414,164414-US60-10,"RETR VOLKMAN RAKE 4 PRONG BLUNT 8-5/8""",TRUE
164416,164416-US60-10,"RETR VOLKMAN RAKE 6 PRONG BLUNT 8-5/8""",TRUE
164443,164443-US60-10,"RETR MURPHY 3 PRONG SHARP 7.5""",TRUE
164444,164444-US60-10,"RETR MURPHY 4 PRONG SHARP 7.5""",TRUE
164446,164446-US60-10,"RETR MURPHY 6 PRONG SHARP 7.5""",TRUE
164453,164453-US60-10,"RETR MURPHY 3 PRONG BLUNT 7.5""",TRUE
164454,164454-US60-10,"RETR MURPHY 4 PRONG BLUNT 7.5""",TRUE
164456,164456-US60-10,"RETR MURPHY 6 PRONG BLUNT 7.5""",TRUE
164520,164520-US60-10,"RETR DOYEN 1.75"" X 2.5""",TRUE
164521,164521-US60-10,"RETR DOYEN 2 1/8"" X 3""",TRUE
164522,164522-US60-10,"RETR DOYEN 2.25"" X 3.5""",TRUE
164525,164525-US60-10,"RETR KELLY 1.5"" X 2""",TRUE
164526,164526-US60-10,"RETR KELLY 2"" X 2.5"" X 9.5""",TRUE
164527,164527-US60-10,"RETR KELLY 2.5"" X 3"" X 10""",TRUE
164528,164528-US60-10,"RETR KELLY 3"" X 3"" X 10.5""",TRUE
164540,164540-US60-10,"RETR RICHARDSON APP 0.75"" X 2-1/8"" X9.5""",TRUE
164542,164542-US60-10,"RETR RICHARDSON 3/4"" X 1.25""",TRUE
164543,164543-US60-10,"RETR RICHARDSON 1"" X 1.25""",TRUE
164544,164544-US60-10,"RETR RICHARDSON 1.5"" X 1.5""",TRUE
164550,164550-US60-10,RICHARDSON-EASTMAN RET 2/SET,TRUE
164630,164630-US60-10,"RETR LANGENBECK 3/8"" X 1-5/8""",TRUE
164631,164631-US60-10,"RETR LANGENBECK 1/2"" X 1-5/8""",TRUE
164632,164632-US60-10,"RETR LANGENBECK 5/8"" X 1-5/8""",TRUE
164635,164635-US60-10,"RETR SAUERBRUCH 5/8"" X 1-3/4""",TRUE
164636,164636-US60-10,"RETR SAUERBRUCH 7/8"" X 2-1/2""",TRUE
164637,164637-US60-10,"RETR SAUERBRUCH 3/4"" X 2-7/8""",TRUE
164650,164650-US60-10,"RETR BREWSTER 0.75"" X 1.5""",TRUE
164652,164652-US60-10,"RETR BREWSTER 1"" X 1.75""",TRUE
164656,164656-US60-10,"RETR BREWSTER 1.75"" X 2.5""",TRUE
164658,164658-US60-10,"RETR BREWSTER 1-7/8"" X 2-1/2""",TRUE
164698,164698-US60-10,PARKER-MOTT RETRACTORS 2/SET,TRUE
164700,164700-US60-10,FARABEUF RETRACTORS LARGE 2/ST,TRUE
164702,164702-US60-10,"FARABEUF RETR 2/SET 4 1/2"" LONG",TRUE
164710,164710-US60-10,MAYO-COLLINS RETRACTORS 2/SET,TRUE
164715,164715-US60-10,US ARMY RETRACTORS 2/SET,TRUE
164750,164750-US60-10,SENN RETRACTOR SHARP PRONGS,TRUE
164752,164752-US60-10,SENN RETRACTOR BLUNT,TRUE
164754,164754-US60-10,CHILDRENS HOSPITAL RETRACTOR,TRUE
164786,164786-US60-10,OCONNER SKIN HOOK SHARP,TRUE
164790,164790-US60-10,MEYERDING FINGER RETRACTOR #1,TRUE
164865,164865-US60-10,VEIN RETRACTOR SMALL,TRUE
165085,165085-US60-10,HEISS RETRACTOR 4X4 SHARP,TRUE
165086,165086-US60-10,HEISS RETRACTOR 4X4 BLUNT,TRUE
165100,165100-US60-10,"RETR BALFOUR 2.5"" BLADES",TRUE
165105,165105-US60-10,"RETR BALFOUR 3.5"" BLADES",TRUE
165107,165107-US60-10,BALFOUR RECOVERY RET ADULT,TRUE
165130,165130-US60-10,DEB-BAL RET INTERCH BLDS STD,TRUE
165133,165133-US60-10,DEB-BAL RET INTERCH BLDS XWIDE,TRUE
165135,165135-US60-10,"RETRACTOR LATERAL BLADES 2 1/2""",TRUE
165137,165137-US60-10,"WIRE SIDE BLADES 2 1/2""",TRUE
165138,165138-US60-10,"WIRE SIDE BLADES 3 1/2""",TRUE
165141,165141-US60-10,"BLADE CENTER 3.5"" W X 1.75"" D",TRUE
165142,165142-US60-10,"SUPRA-PUBIC BLADE 2 3/4"" WIDE",TRUE
165143,165143-US60-10,"SUPRA-PUBIC BLADE 3 1/2"" WIDE",TRUE
165145,165145-US60-10,"BLADE CENTER 1-5/8"" W X 3-1/2"" D",TRUE
165146,165146-US60-10,"BLADE CENTER 2-1/2"" WIDE X 2-5/8"" DEEP",TRUE
165147,165147-US60-10,"BLADE CENTER 2.5"" WIDE X 3.5"" DEEP",TRUE
165149,165149-US60-10,"HORGAN MALLEABLE BLADE 2""",TRUE
165150,165150-US60-10,"HORGAN MALLEABLE BLADE 2 1/2""",TRUE
165160,165160-US60-10,YU HOLTGREWE MALLEABLE BLADE,TRUE
165170,165170-US60-10,4TH BLADE ATTACHMENT RIGHT NO BLADE,TRUE
165171,165171-US60-10,4TH BLADE ATTACHMENT LEFT NO BLADE,TRUE
165200,165200-US60-10,"BALFOUR RETRACTOR 2"" BLADES",TRUE
165203,165203-US60-10,"BALFOUR RETRACTOR 4"" BLADES",TRUE
165240,165240-US60-10,BALFOUR RETRACTOR PEDIATRIC,TRUE
165300,165300-US60-10,OSULLIVAN-OCCONNER ABDOM RET,TRUE
165348,165348-US60-10,"WEITLANER RETRACTOR SH 4 1/2""",TRUE
165350,165350-US60-10,"WEITLANER RETRACTOR SH 5 1/2""",TRUE
165352,165352-US60-10,"WEITLANER RETRACTOR SH 6 1/2""",TRUE
165354,165354-US60-10,"WEITLANER RETRACTOR SH 8""",TRUE
165356,165356-US60-10,"WEITLANER RETRACTOR SH 9 1/2""",TRUE
165358,165358-US60-10,"WEITLANER RETRACTOR BL 4 1/2""",TRUE
165360,165360-US60-10,"WEITLANER RETRACTOR BL 5 1/2""",TRUE
165362,165362-US60-10,"WEITLANER RETRACTOR BL 6 1/2""",TRUE
165364,165364-US60-10,"WEITLANER RETRACTOR BL 8""",TRUE
165366,165366-US60-10,"WEITLANER RETRACTOR BL 9 1/2""",TRUE
165370,165370-US60-10,"RETR BECKMAN-WEITLANER SHARP PRONGS 5.5""",TRUE
165372,165372-US60-10,"RETR BECKMAN-WEITLANER SHARP PRONGS 6.5""",TRUE
165374,165374-US60-10,"BECKMAN-WEITLANER RET SH 8""",TRUE
165380,165380-US60-10,"RETR BECKMAN-WEITLANER BLUNT PRONGS 5.5""",TRUE
165382,165382-US60-10,"RETR BECKMAN-WEITLANER BLUNT PRONGS 6.5""",TRUE
165384,165384-US60-10,"BECKMAN-WEITLANER RET BL 8""",TRUE
165400,165400-US60-10,"BECKMAN-ADSON RETRACTOR 1""",TRUE
165402,165402-US60-10,"BECKMAN-ADSON RETRACTOR 1 1/4""",TRUE
165439,165439-US60-10,DEBAKEY GELPI RETRACTOR,TRUE
165440,165440-US60-10,GELPI RETRACTOR STANDARD,TRUE
165510,165510-US60-10,"ALM RETRACTOR 4MM TEETH 2 3/4""",TRUE
165550,165550-US60-10,JANSEN RETRACTOR 3X3 BLUNT,TRUE
165552,165552-US60-10,JANSEN RETRACTOR 3X3 SHARP,TRUE
165590,165590-US60-10,WIRE RET #1 DEL SINGLE PRONG,TRUE
165591,165591-US60-10,WIRE RET #2 DEL 3 TOOTH BLADE,TRUE
165592,165592-US60-10,"RETR GRIESHABER WIRE #3 MD 1 PRNG 4.75""",TRUE
165595,165595-US60-10,FARR WIRE RETRACTOR #1,TRUE
165596,165596-US60-10,FARR WIRE RETRACTOR #2,TRUE
165597,165597-US60-10,FARR WIRE RETRACTOR #3,TRUE
166002,166002-US60-10,POLYCLAMP SET OF 4,TRUE
166010,166010-US60-10,TRANSVERSE ROD,TRUE
166024,166024-US60-10,"EXTRA LONG ROD 32""",TRUE
166025,166025-US60-10,WRENCH,TRUE
166070,166070-US60-10,BLADE HOLDER,TRUE
166072,166072-US60-10,WASHER FOR 166070,TRUE
166141,166141-US60-10,FOWLER OFFSET BOWS,TRUE
166147,166147-US60-10,BLADE RETR DEEP 7CM X 11CM,TRUE
166480,166480-US60-10,PRB LACH 1-2 WILLIAMS 14.2CM,TRUE
166485,166485-US60-10,PRB LACH 3-4 WILLIAMS 14.2CM,TRUE
166490,166490-US60-10,WILLIAMS PROBE SIZE 5-6,TRUE
166495,166495-US60-10,WILLIAMS PROBE SIZE 7-8,TRUE
166507,166507-US60-10,"PROBE W/EYE SS 10""",TRUE
166520,166520-US60-10,"PROBE W/EYE STER SILVER 4 1/2""",TRUE
166521,166521-US60-10,"PROBE W/EYE STER SILVER 5""",TRUE
166522,166522-US60-10,"PROBE W/EYE STER SILVER 5 1/2""",TRUE
166523,166523-US60-10,"PROBE W/EYE STER SILVER 6""",TRUE
166527,166527-US60-10,"PROBE W/EYE STER SILVER 10""",TRUE
166571,166571-US60-10,"PROBE DOUBLE END SS 5""",TRUE
166573,166573-US60-10,"PROBE DOUBLE END SS 6""",TRUE
166610,166610-US60-10,"GROOVED DIRECTOR 4 1/2""",TRUE
166611,166611-US60-10,"GROOVED DIRECTOR 5""",TRUE
166612,166612-US60-10,"GROOVED DIRECTOR 5 1/2""",TRUE
166613,166613-US60-10,"GROOVED DIRECTOR 6"" 14.5CM",TRUE
166632,166632-US60-10,"DIRECTOR GROOVED PROBE POINT 5.5""",TRUE
166633,166633-US60-10,"GROOVED DIRECT PROBE POINT 6-1/4""",TRUE
166851,166851-US60-10,"INSTRUMENT HOLDER 8""",TRUE
166853,166853-US60-10,"INSTRUMENT HOLDER 10""",TRUE
166855,166855-US60-10,"INSTRUMENT HOLDER 12""",TRUE
166857,166857-US60-10,"INSTRUMENT HOLDER 14""",TRUE
166859,166859-US60-10,"INSTRUMENT HOLDER 16""",TRUE
166861,166861-US60-10,"INSTRUMENT HOLDER 18""",TRUE
166868,166868-US60-10,"LAHEY INSTRUMENT HOLDER 6""",TRUE
166870,166870-US60-10,"LAHEY INSTRUMENT HOLDER 8""",TRUE
166872,166872-US60-10,"LAHEY INSTRUMENT HOLDER 10""",TRUE
166874,166874-US60-10,"LAHEY INSTRUMENT HOLDER 12""",TRUE
166876,166876-US60-10,"LAHEY INSTRUMENT HOLDER 14""",TRUE
171117,171117-US60-10,"BAINBRIDGE FORCEPS STR 7 1/4""",TRUE
171120,171120-US60-10,"BAINBRIDGE FORCEPS CVD 6""",TRUE
171122,171122-US60-10,"BAINBRIDGE FORCEPS CVD 7 1/4""",TRUE
171155,171155-US60-10,"LAHEY FORCEPS 3X3 TEETH 6""",TRUE
172495,172495-US60-10,"MIXTER FORCEPS PED 5 1/4""",TRUE
172500,172500-US60-10,"MIXT GALL DUCT FCPS CVD 6 1/4""",TRUE
172503,172503-US60-10,"MIXT GALL DUCT FCPS CVD 7 1/4""",TRUE
172506,172506-US60-10,"MIXT GALL DUCT FCPS CVD 8 1/2""",TRUE
172525,172525-US60-10,"LOWER GD FCPS LONGT SER 7""",TRUE
172530,172530-US60-10,"LAHEY GD FCPS LONGT SER 7 1/2""",TRUE
172531,172531-US60-10,"LAHEY GD FCPS STD SER 7 1/2""",TRUE
172532,172532-US60-10,"LAHEY GD FCPS LONGT SER 9""",TRUE
172550,172550-US60-10,"GRAY CYSTIC DUCT FCPS 9"" 2/SET",TRUE
172560,172560-US60-10,"MAYO VESSEL CLAMP 8 3/4""",TRUE
172570,172570-US60-10,CYSTIC DUCT CATHETER CLAMP 4FR,TRUE
172571,172571-US60-10,CYSTIC DUCT CATHETER CLAMP 6FR,TRUE
172616,172616-US60-10,"FCPS BLAKE GALL STONE CVD 8.25""",TRUE
172625,172625-US60-10,"FCPS DESJARDIN GALL STONE 9""",TRUE
172650,172650-US60-10,RANDALL KIDNEY STONE FCPS #1,TRUE
172655,172655-US60-10,RANDALL KIDNEY STONE FCPS #2,TRUE
172660,172660-US60-10,RANDALL KIDNEY STONE FCPS #3,TRUE
172665,172665-US60-10,RANDALL KIDNEY STONE FCPS #4,TRUE
172700,172700-US60-10,BAKES DILATORS 9/SET,TRUE
175032,175032-US60-10,"DEBAKEY TISSUE FORCEP 3MM 18""",TRUE
175103,175103-US60-10,"ROGERS HYSTO FORCEP STRAIGHT 10""",TRUE
175119,175119-US60-10,"Z-HYSTO FORCEP STRAIGHT HANDLE, ANG. 14""",TRUE
181102,181102-US60-10,"THUMB DRESSING FCPS 5""",TRUE
181104,181104-US60-10,"THUMB DRESSING FCPS 5 1/2""",TRUE
181106,181106-US60-10,"THUMB DRESSING FORCEP 6""",TRUE
181108,181108-US60-10,"FCPS THUMB DRESSING 7.25""",TRUE
181127,181127-US60-10,"THUMB TISSUE FCPS 1X2 5""",TRUE
181129,181129-US60-10,"THUMB TISSUE FCPS 1X2 5 1/2""",TRUE
181131,181131-US60-10,"THUMB TISSUE FCPS 1X2 6""",TRUE
181133,181133-US60-10,"THUMB TIS FCPS 1X2 7 1/8""",TRUE
181139,181139-US60-10,"THUMB TISSUE FCPS 1X2 12""",TRUE
181155,181155-US60-10,"THUMB TIS FCPS 1X2 5 1/2"" DEL",TRUE
181166,181166-US60-10,"THUMB TIS FCPS 2X3 6 1/4""",TRUE
181220,181220-US60-10,ADSON FCPS SERRATED,TRUE
181223,181223-US60-10,FCPS ADSON 1X2 12CM,TRUE
181225,181225-US60-10,ADSON FCPS 2X3,TRUE
181228,181228-US60-10,ADSON FCPS LONG SERRATED,TRUE
181235,181235-US60-10,"BROWN TISSUE FCPS 9X9 4 3/4""",TRUE
181237,181237-US60-10,"EWALD DRESSING FCPS 4 3/4""",TRUE
181240,181240-US60-10,FCPS TISSUE HUDSON ADSON,TRUE
181250,181250-US60-10,"GRAEFE TISSUE FCPS 5x6 TEETH, 4-3/8""",TRUE
181255,181255-US60-10,"BROWN TISSUE FCPS 6""",TRUE
181270,181270-US60-10,"SEMKIN FORCEPS SERR 4 3/4""",TRUE
181272,181272-US60-10,"SEMKEN TISSUE FCPS 1X2 4 3/4""",TRUE
181310,181310-US60-10,"FCPS TISSUE THUMB SERR 1 X 2 TTH 6""",TRUE
181327,181327-US60-10,FCPS TISSUE BONNEY 2 X 3 TTH,TRUE
181360,181360-US60-10,"RUSSIAN TISSUE FCPS 6""",TRUE
181365,181365-US60-10,"RUSSIAN TISSUE FCPS 8""",TRUE
181370,181370-US60-10,"RUSSIAN TISSUE FCPS 10""",TRUE
181410,181410-US60-10,"CUSHING FCPS TISSUE 7""",TRUE
181556,181556-US60-10,"PLAIN SPLINTER FCPS 3""",TRUE
181557,181557-US60-10,"PLAIN SPLINTER FORCEPS 4""",TRUE
181559,181559-US60-10,"PLAIN SPLINTER FORCEPS 5""",TRUE
181575,181575-US60-10,"VIRTUS SPLINTER FORCEPS 5 3/4""",TRUE
181600,181600-US60-10,"IRIS FCPS STRAIGHT SER DEL 4""",TRUE
181602,181602-US60-10,"IRIS FCPS SLGHT CVD SER DEL 4""",TRUE
181604,181604-US60-10,"FCPS IRIS DEL FULL CURVE 3.75""",TRUE
181610,181610-US60-10,"IRIS FCPS STRAIGHT 1X2 DEL 4""",TRUE
181614,181614-US60-10,"IRIS FCPS FULL CVD 1X2 DEL 4""",TRUE
181800,181800-US60-10,"PLASTI-STAT CRILE STR 5 1/2""",TRUE
181802,181802-US60-10,"PLASTI-STAT CRILE CVD 5 1/2""",TRUE
181804,181804-US60-10,"PLASTI-STAT COLLIER CVD 7 1/2""",TRUE
181806,181806-US60-10,"PLASTI-STAT MOSQUITO STR 5 1/2"" X 1"" JAW",TRUE
181808,181808-US60-10,"PLASTI-STAT MOSQUITO CVD 5 1/2"" X 1"" JAW",TRUE
181810,181810-US60-10,"PLASTI-STAT MOSQUITO STR 4"" X 3/4"" JAW",TRUE
181812,181812-US60-10,"PLASTI-STAT MOSQUITO CVD 4"" X 5/8"" JAW",TRUE
181814,181814-US60-10,"PLASTI-STAT MOSQUITO STR 5"" X 3/4"" JAW",TRUE
181816,181816-US60-10,"PLASTI-STAT MOSQUITO CVD 5"" X 3/4"" JAW",TRUE
181818,181818-US60-10,"PLASTI-STAT MOSQUITO STR 5"" X 1/2"" JAW",TRUE
181820,181820-US60-10,"PLASTI-STAT MOSQUITO CVD 5"" X 1/2"" JAW",TRUE
181822,181822-US60-10,"D&Y FCPS CVD SIDEWAY 5.5"" X 1/2"" JAW",TRUE
181824,181824-US60-10,"PLASTI-STAT ADSON CVD 5 1/4""",TRUE
181830,181830-US60-10,"PLASTI-STAT FCPS ROCH PEAN CVD 6.25""",TRUE
181832,181832-US60-10,"PLASTI-STAT KOCHER STR 5 1/2""",TRUE
182050,182050-US60-10,"CRILE HEMOSTAT STR 5 1/2""",TRUE
182060,182060-US60-10,"CRILE HEMOSTAT CVD 5 1/2""",TRUE
182070,182070-US60-10,"CRILE HEMOSTAT STR 6 1/4""",TRUE
182080,182080-US60-10,"CRILE HEMOSTAT CVD 6 1/4""",TRUE
